query,doc_id,full_text,h1,h2,qdrant_score,label
Harga treatment Dermias Max di klinik kecantikan,75cfc230-deb7-4892-8b4b-8980ab6b783c,"DERMIAS MAX

© 20-30 Menit

Botox Treatment

(@erinten

Treatment dengan menginjeksikan Botulinum Toxin yang berfungsi untuk merelaksasi otot wajah sehingga mencegah & mengurangi garis-garis kerutan pada area dahi & mata sehingga area dahi menjadi lebih glowing. Merupakan tindakan non-invasive, aman & efektif untuk mengatasi kerutan

Botox area dahi mulai dari Rp 2.000.000

*tergantung luas area dahi

Botox full upper face (area dahi + mata) Rp 4.000.000

DERMIAS

www.dermies.co.id 3) ch @dermiesmax Dermies Skin Solution @ DECCA (Dermies Max Customer Care): 0812 1331 5041

Bussiness Park Ruko Blok F No.23, Jl Jendral Sudirman @ 08118990195 Lantai Dasar (GF) #42 JI. Peta No.24, Bandung @ 082113416690 Lt. UG JI Letjen S.Parman No.11, Jakarta Barat @ 081290096454 JI. Pasir Kaliki No.207 Kec. Sukajadi, Bandung, 40162 @ 08116305000 Unit 1F B1E. Jl. Tegar Beriman No.1, Bogor 9 08111727055 East Lobby. JI. Jend. Basuki Rachmat No.1A. Cipinang Besar Selatan, Jatinegara, Jakarta Timur, DKI Jakarta @ 08112171770 Unit GF-12. Jl. Puri Agung No. 01, Kembangan Selatan, Kembangan, Jakarta Barat 11610 @ 082233441395",661627558-Katalog-Dermies-Max-by-Erha-Hiress.pdf,,0.5736221,1
Harga treatment Dermias Max di klinik kecantikan,b3260b45-f5d1-440a-94c8-40b700d22a05,"Apa Keunggulannya?

|

Hempaskan rambut halus yang mengganggu penampilan- mu dengan Dermies Hair Removal Treatment by IPL dilaku- Kan oleh dokter ahli, gak bikin iritasi kalau dilakukan rutin hasil bisa optimal bertahap hingga 1 tahun.

Akan memberikan hasil yang optimal apabila dilakukan terus menerus secara rutin dan sesuai prosedur, sekitar 70% rambut halus akan hilang dan pertumbuhannya melambat dibandingkan dengan metode-metode hair removal lainnya dan sisanya akan tumbuh lebih halus dan lebih tipis.

Hasil yang didapat setelah treatment :

~ Setelah 1x treatment dapat mengurangi pertumbuhan rambut sebanyak 30-40%

<~ 3x treatment dapat mengurangi 30-70%, jika diulangi kembali dapat mengurangi hingga 90%

==

= 7S: Se

a

= ee

DERMIAS MAx

Upper & Lower ips Area Rp 139.000

Under Arms Area

Rp 239.000

Upper Legs Area Rp 549.000 Lower Legs Area

Upper Arms Area

Rp 339.000

Lower Arms Area

Rp 599.000

Rp 339.000

Paket 5x Under Arms Area

Rp 975.000

SPECIAL

Paket 5x Lower Arms Area

PACKAGE

Rp 1.500.000

Paket 5x Lower Legs Area

Rp 2.500.000

DERMIAS MAX

Temukan rekomendasi treatment untuk mengatasi permasalahan rambut & kulit kepalamu!",661627558-Katalog-Dermies-Max-by-Erha-Hiress.pdf,,0.56695956,1
Perawatan wajah untuk mencerahkan dan menghaluskan kulit di ERHA,0bbe1cb5-9f37-4abd-a14e-752361be128e,"MANFAAT

Membuat wajah lebih cerah, halus, kenyal, terhidrasi, serta membuat wajah terlihat lebih sehat.

PROSEDUR

Dual Cleansing - Ultrasound Cleansing - Mild Peel Abrasion - Ekstraksi komedo - Cold Soothing Plat - Mild RF - Serum - Masker - Acupressure - Post treatment

31

ERHA ULTIMATE

BRIGHTENING CENTER

SINGLE TREATMENT

Face Toning by IPL Solari

Treatment untuk mencerahkan kulit wajah menggunakan teknologi IPL (Intense Pulsed Light) yaitu sinar berintensitas tinggi untuk meremajakan kulit, membantu meratakan warna kulit dan mencerahkan.

‘U) 30 menit © Te Rp) RPYYY.

MANFAAT

Meremajakan kulit serta membantu meratakan warna kulit dan mencerahkkan

PROSEDUR

Cleansing - Treatment - Post treatment

D) 30 menit @ Mulai dari Rp1.100.000

=

Ultimate Radiance with Magic Glow Drops

Tindakan yang mengkombinasikan Crystal Dermabrasion dan teknologi IPL (Intense Pulsed Light) yang bertujuan untuk mengangkat sel kulit mati, sehingga energi IPL akan diserap lebih maksimal dan memberikan tampilan kulit wajah dan leher yang lebih halus dan cerah.",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.6566337,1
Perawatan wajah untuk mencerahkan dan menghaluskan kulit di ERHA,de1cf21f-a7f3-4ba1-9baf-79f26e35d8d7,"MANFAAT

Meremajakan kulit wajah, membuat wajah tampak sehat, kenyal, cerah, dan segar.

PROSEDUR

Cleansing - Treatment - Post treatment

A

26

ERHA ULTIMATE

BRIGHTENING CENTER

SINGLE TREATMENT

20-30 menit (tergantung luas area treatment)

*L)

Mulai dari Rp © Rp615.000

Crystal Dermabrasion with Collagen Serum for Body

Tindakan microdermabrasi pada tubuh dengan menggunakan micro-crystal yang berfungsi untuk mengangkat sel kulit mati terluar dan merangsang pembentukan sel-sel kulit baru, dilengkapi dengan pemberian collagen serum sehingga kulit menjadi lebih kenyal, lebih sehat dan terlihat cerah. Dapat dilakukan pada area punggung, dada, lengan, kaki, perut, dan area tubuh lainnya.

MANFAAT

Membantu mengatasi kulit kusam dan mencerahkan kulit tubuh.

PROSEDUR

Cleansing - Treatment - Post treatment

27

ERHA ULTIMATE",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.70130265,1
Perawatan wajah untuk mencerahkan dan menghaluskan kulit di ERHA,c936f48a-cb57-4299-98f4-9484fe50cd9f,"MANFAAT

Membantu mengatasi kulit kusam dan mencerahkan kulit wajah.

PROSEDUR

Cleansing - Treatment - Post treatment

a

28

ERHA ULTIMATE

BRIGHTENING CENTER

SINGLE TREATMENT

‘) 30 menit anestesi, 40 menit treatment @) Rp2.000.000

Skin Brightening Booster with Vital Injector

Tindakan mencerahkan kulit wajah dengan menyuntikan serum dengan kandungan Tranexamid Acid, Nicotinamide, N-Acetyl Glucosamine, Vitamin C ke dalam kulit secara aman, akurat dan merata dengan memanfaatkan teknologi multi needle injectors yang dilengkapi dengan vakum. Kandungan bahan aktif dalam serum akan membantu mengatasi masalah hiparbiatnanias (node | becak hitam) sehingga warna kulit wajah menjadi lebih merata dan cerah

MANFAAT

Untuk meremajakan, membantu menyamarkan noda / bercak hitam pada wajah, meratakan warna kulit dan mencerahkan",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.6956991,1
Perawatan wajah untuk mencerahkan dan menghaluskan kulit di ERHA,746f4753-8319-439f-a5e2-0e34e252e562,"MANFAAT

Kulit wajah menjadi lebih halus, sehat, kenyal, cerah, dan terlihat segar.

&)

Mulai dari Rp525.000

PROSEDUR

Cleansing - Anestesi- Treatment - Post treatment

a)

69

ERHA ULTIMATE

MAKE OVER CENTER

SINGLE TREATMENT

Light Peeling for Face

Peeling wajah menggunakan cairan peeling dengan konsentrasi ringan yang dapat mengangkat sel kulit mati, memperbaiki tekstur kulit, dan menyamarkan kerut dan garis halus serta meratakan warna kulit. Kulit wajah akan menjadi lebih halus, sehat, cerah, dan segar.

MANFAAT

30 menitanestesi 20 menit treatment

“T)

Membantu mengatasi kulit kusam dan tanda-tanda penuaan. Kulit wajah akan menjadi lebih halus, sehat, cerah, dan segar.

@) Rp525.000

PROSEDUR

Cleansing - Anestesi- Treatment - Post treatment

30 menit anestesi 15-30 menit treatment

‘T)

(tergantung luas area treatment)

—",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.68871355,1
Berapa harga Pore Minimizing Treatment by Microneedle RF di ERHA Ultimate Make Over Center?,0f6443be-d2a4-4fc7-9637-ae1e90a28e93,"PROSEDUR

Cleansing - Anestesi- Treatment - Post treatment

76

ERHA ULTIMATE

MAKE OVER CENTER

SINGLE TREATMENT

“L) 30 menit anestes! 30 menit treatment ©) Rp3.750.000

Pore Minimizing Treatment by Microneedle RF

Treatment peremajaan kulit yang akan membantu mengecilkan pori-pori dan memperboaiki tekstur kulit sehingga kulit tampak lebih halus. Merupakan tindakan semi invasive/invasive dengan sedikit perlukaan, menggunakan teknologi Microneedle RF yang bekerja dengan cara menghantarkan gelombang radiofrequency melalui jarum- jarum halus & kecil hingga kedalaman 3,5mm pada kulit, sehingga merangsang pembentukan kolagen dan elastin baru yang dapat memperbaiki tekstur kulit dan mengecilkan pori-pori.

MANFAAT

Meremajakan kulit, mengecilkan pori-pori dan memperbaiki tekstur kulit.

PROSEDUR

Cleansing - Anestesi - Desinfeksi- Treatment - Post treatment",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.7601415,1
Berapa harga Pore Minimizing Treatment by Microneedle RF di ERHA Ultimate Make Over Center?,a7672f60-5e7f-41ab-be8c-6baeddbdd4ca,"ERHA ULTIMATE

ACNE CENTER

SINGLE TREATMENT

2) 60 menit

(30 menit anestesi, 30 menit treatment)

) Mulai dari Rp3.750.000

scar Treatment by Microneedle RF

Treatment ini merupakan tindakan semi invasive/invasive dengan sedikit perlukaan, menggunakan teknologi Microneedle RF yang bekerja dengan cara menghantarkan gelombang radiofrequency melalui jarum-jarum halus & kecil hingga kedalaman 3,5mm pada kulit, sehingga merangsang pembentukan kolagen dan elastin baru. Treatment ini akan memperbaiki kualitas dan tekstur kulit, mengatasi acne scar, dan pemmuKaan kulit menjadi lebih rata dan

MANFAAT

* Memperbaiki acne scar tingkat ringan hingga berat

PROSEDUR

Cleansing - Anestesi- Desinfeksi - Treatment - Post Treatment

Ultimate Scar Restoration by Rejuran Healer

Ultimate Scar Restoration by Rejuran Healer merupakan tindakan medis yang efektif secara signfikan dalam memperbaiki tekstur kulit akibat acne scar, meregenerasi sel kulit baru, meningkatkan elastisitas kulit dan meratakan warna kulit.

‘L)",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.6939586,1
Berapa harga Pore Minimizing Treatment by Microneedle RF di ERHA Ultimate Make Over Center?,3763daaf-63e8-44ea-9628-7114139a2da8,"Mulai dari Rp850.000

®)

MANFAAT

Menghilangkan kelebihan lemak (excess fat), membantu merejuvenasi, dan mengencang- kan kulit. Selain itu membantu mengurangi double chin dan wajah terlihat lebih tirus.

PROSEDUR

Cleansing - Anestesi (optional) - Treatment - Post treatment

75

ERHA ULTIMATE

MAKE OVA CENTER

SINGLE TREATMENT

“L) 30 menit anestesi 30 menit treatment @) Rp1.375.000

Pore Minimizing Treatment by Microneedle

Treatment peremajaan kulit yang akan membantu mengecilkan pori-pori dan memperbaiki tekstur kulit sehingga kulit tampak lebih halus. Menggunakan teknologi Electroporation Needle System (menggunakan Auto Microneedile dan Electroporation) yang berfungsi untuk merangsang pembentukan kolagen dan elastin yang dapat memperbaiki tekstur kulit dan mengecilkan pori-pori.

MANFAAT

Meremajakan kulit, mengecilkan pori-pori dan memperbaiki tekstur kulit.",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.65985096,1
Berapa harga Pore Minimizing Treatment by Microneedle RF di ERHA Ultimate Make Over Center?,2e8a135e-16c1-4e81-8a18-0e82c413cbbc,"Crystal Glow Peeling

Tindakan eksfoliasi pada kulit wajah dengan cairan kimia dengan efek instant glow.

MANFAAT

Mengangkat sel kulit mati, memperbaiki tekstur, mencerahkan, dan mengencangkan kulit wajah.

Fat . ) 20menittreatment @) Mulai dari Rp845.000

—

PROSEDUR

Cleansing - Treatment - Post treatment

i,

77

ERHA ULTIMATE

MAKE OVA CENTER

SINGLE TREATMENT

“L) 30 menit anestesi 30 menit treatment @) Rp3.750.000

Scar Treatment by Microneedle RF

Treatment ini merupakan tindakan semi invasive/invasive dengan sedikit perlukaan, menggunakan teknologi Microneedle RF yang bekerja dengan cara menghantarkan gelombang radiofrequency melalui jarum- jarum halus & kecil hingga kedalaman 3,5mm pada kulit, sehingga merangsang pembentukan kolagen dan elastin baru. Treatment ini akan memperbaiki kualitas dan tekstur kulit, mengatasi depressed scar (bopeng) dan permukaan kulit menjadi lebih rata dan halus.",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.61060023,0
Harga vaksin HPV di klinik kecantikan,12d0d5d3-ffb8-4cdb-aaa4-98ed84081ff1,"MANFAAT

“D) £20 menit ~ treatment

Mengurangi tingkat peradangan, gatal, dan nyeri.

Mulai dari © Rp227.500

*Terapi ini hanya bisa dilakukan oleh dokter dan perlu dikonsultasikan terlebih dahulu.

Yo

59

ERT

AT@PYaSKIN DISEASE CENTER

SINGLE TREATMENT

HPV Vaccination

Berbagai jenis HPV (Human Papilloma Virus) menyebar melalui kontak seksual dan berhubungan dengan sebagian besar kasus kanker serviks.

MANFAAT

“L) #10 menit RESTARTS

* Mencegah kanker vagina dan vulva

* Mencegah kutil kelamin

* Mencegah kanker dubur

@) Mulai dari Rp1.500.000

* Mencegah kanker mulut, tenggorokan, kepala dan leher

Allin 1 Multivitamin Injection

Tindakan dengan metode injeksi ataupun infusi cairan berupa multivitamin ke dalam tubuh melalui intravena dengan laju konstan selama periode waktu tertentu. Digunakan untuk memenuhi kebutuhan vitamin yang tidak mungkin atau tidak cukup diberikan secara oral.",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.55976206,1
Harga vaksin HPV di klinik kecantikan,ee6c6409-a719-4f8b-b670-d69e5921be41,"“T) £30 menit treatment

MANFAAT

Es) Mulai dari Rp999.000

¢ Mencegah kanker

* Membantu proses penyembuhan penyakit

* Menutrisi jaringan dan kulit

* Menambgah energi

©

60

ERHA ULTIMATE

ATOPYaSKIN DISEASE CENTER

SINGLE TREATMENT

Cold & Flu Shot

Tindakan pemberian Vitamin C murni sebanyak 1.000 mg, secara langsung ke dalam aliran darah melalui intravena (IV). Efek yang dirasakan lebih cepat (melalui injeksi, vitamin akan diserap lebih cepat ke dalam aliran darah) dan efek yang dihasilkan lebih optimal (melalui injeksi, dosis Vitamin C akan terserap total).

“T) #15 menit treatment

MANFAAT

@) Mulai dari Rp400.000

« Mengatasi kekurangan Vitamin C

* Membuat tubuh menjadi lebih fit

* Mencerahkan kulit

* Meningkatkan kekebalan tubuh agar terhindar dari infeksi virus dan penyakit infeksi lainnya",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.45334992,0
Harga vaksin HPV di klinik kecantikan,fb7c5232-6e82-42ad-b56a-3be81652eec9,"PROSEDUR

Cleansing - Anestesi - Desinfeksi - Treatment - Post treatment

83

ERHA ULTIMATE

MAKE OVA CENTER

SINGLE TREATMENT

“L) 30 menit anestesi 20-30 menit treatment

(tergantung luas area treatment)

Ultimate Skin Reborn by Profhilo

Terapi anti penuaan terbaru dengan teknologi inovatif dan revolusioner pertama bio-remodelling “injectable skincare’ yang menargetkan dari dalam lapisan kulit ke luar. Menggunakan konsentrasi hyaluronic tinggi menggunakan 32mg HA (berat molekul tinggi) dan 32mg (berat molekul rendah) untuk memulihkan hidrasi, meningkatkan elastisitas dan melawan proses penuaan, serta menggunakan teknik injeksi BAP (Bio Aesthetic Points) yang unik, yaitu hanya 5 titik per sisi, untuk mempersingkat waktu prosedur dan penyebaran produk yang optimal.

Mulai dari Rp8.500.000

&)",724126666-ERHA-Ultimate-Pricelist-24.pdf,,0.44771606,0
